
U	S2846755	2F/12F	1,380萬元	1,380萬元	11年	3房2廳	35.12坪	35.12坪	35.12坪	新北市新莊區-中平路	浪漫歐洲村臻愛法國勳章邊間3房車	Sat Apr 02 12:12:00 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2846755	=HYPERLINK(N2)	
U	S2993804	4F/5F	1,198萬元	1,198萬元	36年	3房2廳	25.47坪	25.47坪	25.47坪	新北市永和區-保平路	保平三房雅寓	Sat Apr 02 12:07:15 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2993804	=HYPERLINK(N13)	
U	S3038598	4F/11F	1,125萬元	1,125萬元	29年	2房1廳	17.15坪	17.15坪	17.15坪	新北市永和區-中正路	頂溪極品電梯2房	Sat Apr 02 12:07:17 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3038598	=HYPERLINK(N14)	
U	S2991309	3F/4F	1,050萬元	1,050萬元	45年	3房2廳	24.37坪	24.37坪	24.37坪	新北市永和區-民治街	(^o^)永和中正路.麥當勞旁三樓美寓	Sat Apr 02 12:07:19 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2991309	=HYPERLINK(N15)	
U	S2943451	2F/4F	998萬元	998萬元	42年	3房2廳	17.64坪	17.64坪	17.64坪	秀朗國小芳鄰 新北市永和區-民生路	【秀朗學園低總價二樓】	Sat Apr 02 12:06:54 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2943451	=HYPERLINK(N16)	
U	S3007815	2F/4F	1,150萬元	1,150萬元	43年	3房2廳	26.74坪	26.74坪	26.74坪	新北市永和區-民光街	智光美裝潢二樓	Sat Apr 02 12:07:19 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3007815	=HYPERLINK(N17)	
U	S2987167	17F/21F	938萬元	938萬元	18年	2房2廳	20.49坪	20.49坪	20.49坪	長隄 新北市永和區-環河西路二段	永和區電梯兩房.屋況佳.高樓景觀採光好	Sat Apr 02 12:07:21 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2987167	=HYPERLINK(N18)	
U	S3038577	1F/6F	898萬元	898萬元	38年	3房2廳	20.33坪	20.33坪	20.33坪	新北市永和區-竹林路	頂溪新婚首購最愛~輕鬆購1+2樓免整理	Sat Apr 02 12:07:22 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3038577	=HYPERLINK(N19)	
U	S2808131	頂樓加蓋/4F	960萬元	960萬元	44年	3房2廳	21.4坪	21.4坪	21.4坪	新北市永和區-民治街	民治優質採光佳、頂加大坪數生活機能佳	Sat Apr 02 12:06:49 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2808131	=HYPERLINK(N20)	
U	S3046525	14F/21F	1,130萬元	1,130萬元	17年	2房1廳	20坪	20坪	20坪	長隄 新北市永和區-環河西路二段	長隄社區~高雅時尚2房~~全業房屋	Sat Apr 02 12:07:24 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3046525	=HYPERLINK(N21)	
U	S2983242	7F/18F	1,080萬元	1,080萬元	18年	2房2廳	22.8坪	22.8坪	22.8坪	長隄 新北市永和區-環河西路二段	永和精美兩房	Sat Apr 02 12:07:01 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2983242	=HYPERLINK(N22)	
U	S2982485	5F/5F	1,198萬元	1,198萬元	35年	3房2廳	28.12坪	28.12坪	28.12坪	新北市永和區-光復街	頂溪光復3房美寓	Sat Apr 02 12:07:25 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2982485	=HYPERLINK(N23)	
U	S2939088	6F/6F	920萬元	920萬元	7年	2房1廳	18.75坪	18.75坪	18.75坪	CATCH 敦南 新北市永和區-永利路	C045福和國中敦南挑高小資宅	Sat Apr 02 12:06:58 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2939088	=HYPERLINK(N24)	
U	S2984123	4F/4F	1,180萬元	1,180萬元	41年	5房3廳	25.59坪	25.59坪	25.59坪	新北市永和區-得和路	秀朗國小收租美頂加~~出價就談~~	Sat Apr 02 12:07:26 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2984123	=HYPERLINK(N25)	
U	S3007758	5F/5F	1,180萬元	1,180萬元	42年	3房2廳	31.35坪	31.35坪	31.35坪	新北市永和區-竹林路	永和區公所●大空間好利用○生活超便利	Sat Apr 02 12:07:26 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3007758	=HYPERLINK(N26)	
U	S2921951	3F/21F	1,080萬元	1,080萬元	17年	2房2廳	22.8坪	22.8坪	22.8坪	長隄 新北市永和區-環河西路二段	仁愛公園小家庭電梯2房	Sat Apr 02 12:07:06 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2921951	=HYPERLINK(N27)	
U	S2985107	9F/11F	1,168萬元	1,168萬元	23年	1房1廳	19.42坪	19.42坪	19.42坪	中正翡翠 新北市永和區-中正路	《頂溪商圈超低總價》新婚首選超美2房	Sat Apr 02 12:07:29 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2985107	=HYPERLINK(N28)	
U	S2998257	4F/4F	1,198萬元	1,198萬元	44年	5房5廳	20.93坪	20.93坪	20.93坪	新北市永和區-民治街	秀朗國小採光收租屋	Sat Apr 02 12:07:30 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2998257	=HYPERLINK(N29)	
U	S3021650	1F/4F	880萬元	880萬元	43年	3房1廳	11.6坪	11.6坪	11.6坪	新北市永和區-自強街	自強街1+2樓住辦	Sat Apr 02 12:13:19 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3021650	=HYPERLINK(N30)	
U	S3017551	2F/4F	898萬元	898萬元	37年	3房2廳	20.6坪	20.6坪	20.6坪	新北市永和區-保平路	已收訂,尚有其他戶別@樂華美2樓	Sat Apr 02 12:07:31 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3017551	=HYPERLINK(N31)	
U	S3003327	3F/5F	1,158萬元	1,158萬元	35年	3房2廳	26.75坪	26.75坪	26.75坪	新北市永和區-福和路	@永和福氣邊間獨棟3樓@	Sat Apr 02 12:07:32 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3003327	=HYPERLINK(N32)	
U	S3003306	4F/5F	980萬元	980萬元	30年	3房2廳	27.69坪	27.69坪	27.69坪	新北市永和區-豫溪街	永和公所美三房	Sat Apr 02 12:07:33 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3003306	=HYPERLINK(N33)	
U	S3019975	3F/4F	1,080萬元	1,080萬元	39年	5房0廳	18.04坪	18.04坪	18.04坪	新北市永和區-民樂街	高投報率,五套房收租屋/東森~黃瓊瑩	Sat Apr 02 12:07:33 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3019975	=HYPERLINK(N34)	
U	S2964150	2F/5F	980萬元	980萬元	36年	3房2廳	25.5坪	25.5坪	25.5坪	新北市永和區-竹林路	網溪國小,超稀有孝親2樓	Sat Apr 02 12:07:08 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2964150	=HYPERLINK(N35)	
U	S3047563	2F/5F	1,158萬元	1,158萬元	42年	3房2廳	23.36坪	23.36坪	23.36坪	新北市永和區-文化路	頂溪文化美二樓	Sat Apr 02 12:12:58 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3047563	=HYPERLINK(N36)	
U	S2980919	4F/4F	960萬元	960萬元	38年	2房2廳	23.43坪	23.43坪	23.43坪	新北市永和區-保安路	仁愛四房頂加	Sat Apr 02 12:12:58 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2980919	=HYPERLINK(N37)	
U	S3043581	5F/5F	1,198萬元	1,198萬元	38年	3房2廳	30.28坪	30.28坪	30.28坪	新北市永和區-福和路	福和邊間美三房[太平洋蕭聖典]	Sat Apr 02 12:12:59 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3043581	=HYPERLINK(N38)	
U	S3036999	6F/6F	988萬元	988萬元	27年	2房1廳	18.27坪	18.27坪	18.27坪	* 新北市永和區-竹林路	㊝物件有大陽台☆頂溪華廈明亮2房☆	Sat Apr 02 12:13:01 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3036999	=HYPERLINK(N39)	
U	S3034019	3F/18F	1,080萬元	1,080萬元	17年	2房2廳	22.8坪	22.8坪	22.8坪	長隄 新北市永和區-環河西路二段	近仁愛公園新婚二房	Sat Apr 02 12:13:00 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3034019	=HYPERLINK(N40)	
U	S3002397	2F/5F	898萬元	898萬元	38年	2房2廳	18.34坪	18.34坪	18.34坪	新北市永和區-永貞路	♨獨家專賣♨首購首選♨黃金2樓♨	Sat Apr 02 12:07:39 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3002397	=HYPERLINK(N41)	
U	S2998012	頂樓加蓋/4F	1,088萬元	1,088萬元	38年	5房4廳	30.73坪	30.73坪	30.73坪	新北市永和區-勵行街	大降價！！！頂溪捷運三分鐘4十5美寓	Sat Apr 02 12:12:01 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2998012	=HYPERLINK(N42)	
U	S2979635	5F/5F	838萬元	838萬元	36年	3房2廳	21.73坪	21.73坪	21.73坪	新北市永和區-中正路	智光便宜三房	Sat Apr 02 12:12:03 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2979635	=HYPERLINK(N43)	
U	S3015023	4F/11F	1,125萬元	1,125萬元	29年	2房1廳	17.15坪	17.15坪	17.15坪	環碧大廈 新北市永和區-中正路	頂溪時尚2房美廈	Sat Apr 02 12:12:02 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3015023	=HYPERLINK(N44)	
U	S2979626	2F/4F	998萬元	998萬元	42年	3房2廳	17.64坪	17.64坪	17.64坪	新北市永和區-民生路	秀朗美美二樓	Sat Apr 02 12:06:43 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2979626	=HYPERLINK(N45)	
U	S3000627	4F/5F	1,180萬元	1,180萬元	36年	3房2廳	28.65坪	28.65坪	28.65坪	新北市永和區-永貞路	永貞保平三房美寓4917	Sat Apr 02 12:06:44 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3000627	=HYPERLINK(N46)	
U	S3043451	3F/4F	1,088萬元	1,088萬元	45年	3房2廳	24.32坪	24.32坪	24.32坪	新北市永和區-環河西路一段	C531永和活巷邊間三樓	Sat Apr 02 12:06:45 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3043451	=HYPERLINK(N47)	
U	S2989641	4F/5F	1,138萬元	1,138萬元	39年	3房2廳	28.6坪	28.6坪	28.6坪	新北市永和區-秀朗路二段	秀朗優質三房	Sat Apr 02 12:06:45 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2989641	=HYPERLINK(N48)	
U	S3000617	3F/13F	1,030萬元	1,030萬元	20年	2房2廳	18.52坪	18.52坪	18.52坪	新北市永和區-永和路一段	永安捷運正二房買賣雙方各1%BA4420	Sat Apr 02 12:06:44 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3000617	=HYPERLINK(N49)	
U	S3030735	5F/5F	838萬元	838萬元	36年	3房2廳	21.73坪	21.73坪	21.73坪	新北市永和區-中正路	智光便宜三房	Sat Apr 02 12:06:46 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3030735	=HYPERLINK(N50)	
U	S3042726	2F/4F	1,068萬元	1,068萬元	42年	3房2廳	22.01坪	22.01坪	22.01坪	新北市永和區-民生路	秀朗國小漂亮二樓~低總價成家！圓夢好機會	Sat Apr 02 12:06:47 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3042726	=HYPERLINK(N51)	
U	S3024501	4F/4F	899萬元	899萬元	41年	4房0廳	20.93坪	20.93坪	20.93坪	新北市永和區-永平路	頂溪樂華金鑽收租屋	Sat Apr 02 12:06:47 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3024501	=HYPERLINK(N52)	
U	S2977540	2F/4F	1,080萬元	1,080萬元	43年	3房2廳	26.74坪	26.74坪	26.74坪	. 新北市永和區-民光街	智光秀朗美二樓~首購最愛~屋主想賣急急急	Sat Apr 02 12:06:48 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2977540	=HYPERLINK(N53)	
U	S3008190	2F/4F	898萬元	898萬元	38年	3房2廳	20.6坪	20.6坪	20.6坪	新北市永和區-保平路	【斡wow~就這間】樂華商圈低價2F	Sat Apr 02 12:06:48 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3008190	=HYPERLINK(N54)	
U	S2989520	4F/4F	1,150萬元	1,150萬元	39年	3房2廳	29.18坪	29.18坪	29.18坪	新北市永和區-國中路	國中路✔明星學區✔方正格局✔	Sat Apr 02 12:06:49 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2989520	=HYPERLINK(N55)	
U	S3038210	2F/5F	980萬元	980萬元	25年	2房2廳	14.81坪	14.81坪	14.81坪	新北市永和區-豫溪街	獨家專賣捷運小鮮肉公寓二樓	Sat Apr 02 12:06:50 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3038210	=HYPERLINK(N56)	
U	S2980565	3F/5F	1,158萬元	1,158萬元	35年	3房2廳	26.75坪	26.75坪	26.75坪	新北市永和區-福和路	永和國中優質三樓	Sat Apr 02 12:06:51 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2980565	=HYPERLINK(N57)	
U	S3002258	1F/6F	898萬元	898萬元	38年	3房2廳	20.33坪	20.33坪	20.33坪	新北市永和區-竹林路	近頂溪站優質1+2樓	Sat Apr 02 12:06:50 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3002258	=HYPERLINK(N58)	
U	S2984447	3F/5F	1,080萬元	1,080萬元	36年	3房2廳	23.54坪	23.54坪	23.54坪	【秀朗國小芳鄰】 新北市永和區-民生路	【精選】秀朗學區商圈-黃金三樓	Sat Apr 02 12:06:51 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2984447	=HYPERLINK(N59)	
U	S3047334	11F/26F	1,130萬元	1,130萬元	16年	1房1廳	18.13坪	18.13坪	18.13坪	東家創世紀 新北市永和區-保生路	C126東家景觀裝潢一房一廳	Sat Apr 02 12:06:52 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3047334	=HYPERLINK(N60)	
U	S3009747	4F/5F	1,198萬元	1,198萬元	36年	3房2廳	25.47坪	25.47坪	25.47坪	新北市永和區-保平路	買賣各1%-保平靜巷美寓三房BA6573	Sat Apr 02 12:06:53 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3009747	=HYPERLINK(N61)	
U	S3022053	2F/5F	898萬元	898萬元	37年	2房2廳	18.34坪	18.34坪	18.34坪	新北市永和區-永貞路	**近永安捷運**[漂亮二樓美寓]	Sat Apr 02 12:06:54 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3022053	=HYPERLINK(N62)	
U	S3009737	5F/5F	1,180萬元	1,180萬元	42年	3房2廳	31.35坪	31.35坪	31.35坪	新北市永和區-竹林路	【投資物件】永和區公所5房大空間美寓	Sat Apr 02 12:06:53 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3009737	=HYPERLINK(N63)	
U	S3022009	4F/11F	1,125萬元	1,125萬元	29年	2房1廳	17.15坪	17.15坪	17.15坪	- 新北市永和區-中正路	☆頂溪極品電梯2房(B)☆住商-志程	Sat Apr 02 12:06:55 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3022009	=HYPERLINK(N64)	
U	S2989313	2F/4F	1,080萬元	1,080萬元	43年	3房2廳	26.74坪	26.74坪	26.74坪	新北市永和區-民光街	★智光超值★邊間美二樓★3房2衛	Sat Apr 02 12:06:55 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2989313	=HYPERLINK(N65)	
U	S2987402	10F/11F	1,098萬元	1,098萬元	25年	2房1廳	18.31坪	18.31坪	18.31坪	凱悅大第 新北市永和區-大新街	･*新婚最愛*♪頂溪捷運1+1房*:♪	Sat Apr 02 12:06:56 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2987402	=HYPERLINK(N66)	
U	S3001131	2F/4F	968萬元	968萬元	39年	2房1廳	23.06坪	23.06坪	23.06坪	新北市永和區-豫溪街	頂溪站優美2樓	Sat Apr 02 12:06:56 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3001131	=HYPERLINK(N67)	
U	S3044691	3F/4F	1,040萬元	1,040萬元	46年	3房2廳	24.37坪	24.37坪	24.37坪	新北市永和區-民治街	智光商圈大陽台美寓6706	Sat Apr 02 12:06:57 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3044691	=HYPERLINK(N68)	
U	S3002131	3F/18F	1,080萬元	1,080萬元	17年	2房2廳	22.8坪	22.8坪	22.8坪	長隄 新北市永和區-環河西路二段	★好房不能等★➲河景溫馨成家二房★	Sat Apr 02 12:07:02 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3002131	=HYPERLINK(N69)	
U	S2997353	2F/12F	1,030萬元	1,030萬元	18年	2房1廳	15.18坪	15.18坪	15.18坪	保時捷 新北市永和區-中山路一段	保時捷電梯美二房BA6003	Sat Apr 02 12:07:02 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2997353	=HYPERLINK(N70)	
U	S3030317	7F/7F	1,180萬元	1,180萬元	37年	2房1廳	17坪	17坪	17坪	易速家 新北市永和區-竹林路	永和頂溪新婚兩房	Sat Apr 02 12:07:03 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3030317	=HYPERLINK(N71)	
U	S3025738	10F/11F	999萬元	999萬元	25年	1房1廳	17.13坪	17.13坪	17.13坪	新北市永和區-大新街	頂溪捷運高樓溫馨宅	Sat Apr 02 12:07:03 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3025738	=HYPERLINK(N72)	
U	S3025705	10F/11F	1,098萬元	1,098萬元	25年	1房1廳	18.31坪	18.31坪	18.31坪	新北市永和區-大新街	頂溪捷運高樓時尚宅	Sat Apr 02 12:07:04 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3025705	=HYPERLINK(N73)	
U	S3028805	4F/5F	980萬元	980萬元	34年	2房2廳	23坪	23坪	23坪	新北市永和區-永貞路	公園捷運棒棒屋[捷運公園3分鐘]	Sat Apr 02 12:07:04 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3028805	=HYPERLINK(N74)	
U	S2997256	5F/5F	1,180萬元	1,180萬元	42年	3房2廳	31.35坪	31.35坪	31.35坪	新北市永和區-竹林路	永和竹林路美寓，近區公所、頂溪捷運站	Sat Apr 02 12:07:05 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2997256	=HYPERLINK(N75)	
U	S3011782	4F/5F	1,058萬元	1,058萬元	37年	4房0廳	20.21坪	20.21坪	20.21坪	新北市永和區-安樂路	【超總價】四號公園收租四套房，出價就談！	Sat Apr 02 12:07:06 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3011782	=HYPERLINK(N76)	
U	S2998450	2F/4F	1,080萬元	1,080萬元	43年	3房2廳	26.74坪	26.74坪	26.74坪	新北市永和區-民光街	歐風裝潢美2樓,新婚最愛	Sat Apr 02 12:07:07 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2998450	=HYPERLINK(N77)	
U	S3014571	4F/4F	1,060萬元	1,060萬元	37年	3房2廳	24.22坪	24.22坪	24.22坪	新北市永和區-光復街	【專任獨家】頂溪捷運超值美寓4+5必買	Sat Apr 02 12:07:07 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3014571	=HYPERLINK(N78)	
U	S3041965	4F/4F	1,188萬元	1,188萬元	40年	3房2廳	19坪	19坪	19坪	新北市永和區-文化路	v+頂溪金湯匙美宅	Sat Apr 02 12:07:08 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3041965	=HYPERLINK(N79)	
U	S2996918	2F/5F	898萬元	898萬元	38年	2房2廳	18.34坪	18.34坪	18.34坪	新北市永和區-永貞路	☞獨家專售不看可惜╭四號公園2樓美寓╮	Sat Apr 02 12:07:09 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2996918	=HYPERLINK(N80)	
U	S3011584	2F/4F	990萬元	990萬元	39年	2房2廳	21坪	21坪	21坪	新北市永和區-林森路	B303永和國中2樓美寓	Sat Apr 02 12:07:10 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3011584	=HYPERLINK(N81)	
U	S3006594	4F/5F	1,180萬元	1,180萬元	34年	3房2廳	30.85坪	30.85坪	30.85坪	新北市永和區-永利路	中正福和邊間美寓~驚爆投資價陳恩娜	Sat Apr 02 12:07:10 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3006594	=HYPERLINK(N82)	
U	S2999045	2F/4F	1,198萬元	1,198萬元	43年	3房2廳	22.28坪	22.28坪	22.28坪	新北市永和區-福和路	⊙＿⊙稀有釋出~永和標格黃金二樓！！	Sat Apr 02 12:07:11 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2999045	=HYPERLINK(N83)	
U	S3039274	2F/4F	1,080萬元	1,080萬元	43年	3房2廳	26.74坪	26.74坪	26.74坪	新北市永和區-民光街	**急售、出價談**智光秀朗黃金二樓~	Sat Apr 02 12:07:11 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3039274	=HYPERLINK(N84)	
U	S3037521	4F/5F	898萬元	898萬元	39年	3房2廳	24.72坪	24.72坪	24.72坪	新北市永和區-秀朗路二段	漢皇德居邊巷美寓	Sat Apr 02 12:07:12 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3037521	=HYPERLINK(N85)	
U	S3035252	2F/4F	1,170萬元	1,170萬元	40年	3房2廳	21.15坪	21.15坪	21.15坪	新北市永和區-安樂路	B007四號公園黃金二樓	Sat Apr 02 12:07:12 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3035252	=HYPERLINK(N86)	
U	S3037483	3F/5F	1,080萬元	1,080萬元	35年	3房2廳	24坪	24坪	24坪	新北市永和區-民生路	秀朗民生公寓3房	Sat Apr 02 12:07:13 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3037483	=HYPERLINK(N87)	
U	S3003849	4F/5F	1,118萬元	1,118萬元	37年	3房2廳	28.65坪	28.65坪	28.65坪	新北市永和區-民樂街	C316民樂街美三房	Sat Apr 02 12:07:14 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3003849	=HYPERLINK(N88)	
U	S2943150	6F/16F	1,200萬元	1,200萬元	19年	3房2廳	24.32坪	24.32坪	24.32坪	新北市永和區-中和路	漂亮永安MRT	Sat Apr 02 12:07:15 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2943150	=HYPERLINK(N89)	
U	S2981018	3F/5F	1,198萬元	1,198萬元	37年	3房2廳	23.22坪	23.22坪	23.22坪	新北市永和區-仁愛路	★★★頂溪仁愛公園三樓美寓★★★	Sat Apr 02 12:07:16 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2981018	=HYPERLINK(N90)	
U	S3011557	2F/4F	998萬元	998萬元	42年	3房2廳	17.64坪	17.64坪	17.64坪	新北市永和區-民生路	秀朗國小二樓~找我最便宜~洽黃品承協理	Sat Apr 02 12:07:18 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3011557	=HYPERLINK(N91)	
U	S3011656	3F/7F	980萬元	980萬元	39年	2房2廳	19.65坪	19.65坪	19.65坪	新北市永和區-永安街	公所電梯二房~找我最便宜~洽黃品承協理	Sat Apr 02 12:07:20 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3011656	=HYPERLINK(N92)	
U	S2913574	4F/4F	899萬元	899萬元	42年	4房4廳	20.93坪	20.93坪	20.93坪	新北市永和區-永平路	《頂溪捷運》小資族收租屋	Sat Apr 02 12:07:20 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2913574	=HYPERLINK(N93)	
