
N	S2912484	頂樓加蓋/12F	1,188萬元	1,188萬元	20年	3房2廳	38.23坪	38.23坪	38.23坪	新北市樹林區-俊英街	景觀正三房遠挑101歡迎搶購只有一間	Sun Apr 03 03:34:22 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2912484	=HYPERLINK(N2)	
N	S2998450	2F/4F	1,080萬元	1,080萬元	43年	3房2廳	26.74坪	26.74坪	26.74坪	新北市永和區-民光街	歐風裝潢美2樓,新婚最愛	Sun Apr 03 03:35:05 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2998450	=HYPERLINK(N59)	
N	S3011584	2F/4F	990萬元	990萬元	39年	2房2廳	21坪	21坪	21坪	新北市永和區-林森路	B303永和國中2樓美寓	Sun Apr 03 03:35:06 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3011584	=HYPERLINK(N60)	
N	S3004048	3F/4F	1,138萬元	1,138萬元	44年	3房2廳	24.88坪	24.88坪	24.88坪	新北市永和區-保福路一段	★絕版好房★➲頂溪標準格局三樓★	Sun Apr 03 03:35:06 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3004048	=HYPERLINK(N61)	
N	S2973916	10F/11F	1,098萬元	1,098萬元	25年	2房1廳	18.31坪	18.31坪	18.31坪	凱悅大第 新北市永和區-大新街	頂溪極美幸福居	Sun Apr 03 03:35:07 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2973916	=HYPERLINK(N62)	
N	S3037521	4F/5F	898萬元	898萬元	39年	3房2廳	24.72坪	24.72坪	24.72坪	新北市永和區-秀朗路二段	漢皇德居邊巷美寓	Sun Apr 03 03:35:08 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3037521	=HYPERLINK(N63)	
N	S3012681	5F/5F	1,080萬元	1,080萬元	38年	3房2廳	23.31坪	23.31坪	23.31坪	新北市永和區-仁愛路	頂溪站裝潢美寓	Sun Apr 03 03:35:08 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3012681	=HYPERLINK(N64)	
N	S3038210	2F/5F	980萬元	980萬元	25年	2房2廳	14.81坪	14.81坪	14.81坪	新北市永和區-豫溪街	獨家專賣捷運小鮮肉公寓二樓	Sun Apr 03 03:35:09 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3038210	=HYPERLINK(N65)	
N	S3037507	11F/26F	1,130萬元	1,130萬元	16年	1房1廳	18.12坪	18.12坪	18.12坪	東家創世紀 新北市永和區-保生路	東家景觀一房一廳~專賣住商張麗鴻	Sun Apr 03 03:35:10 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3037507	=HYPERLINK(N66)	
N	S3035252	2F/4F	1,170萬元	1,170萬元	40年	3房2廳	21.15坪	21.15坪	21.15坪	新北市永和區-安樂路	B007四號公園黃金二樓	Sun Apr 03 03:35:10 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3035252	=HYPERLINK(N67)	
N	S3003849	4F/5F	1,118萬元	1,118萬元	37年	3房2廳	28.65坪	28.65坪	28.65坪	新北市永和區-民樂街	C316民樂街美三房	Sun Apr 03 03:35:12 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3003849	=HYPERLINK(N68)	
N	S3002131	3F/18F	1,080萬元	1,080萬元	17年	2房2廳	22.8坪	22.8坪	22.8坪	長隄 新北市永和區-環河西路二段	★好房不能等★➲河景溫馨成家二房★	Sun Apr 03 03:35:12 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3002131	=HYPERLINK(N69)	
N	S2980608	5F/5F	980萬元	980萬元	30年	2房2廳	20.65坪	20.65坪	20.65坪	新北市永和區-秀朗路一段	四號公園美二房~中信秀朗優質推薦	Sun Apr 03 03:35:13 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2980608	=HYPERLINK(N70)	
N	S3042339	4F/5F	898萬元	898萬元	39年	3房2廳	24.72坪	24.72坪	24.72坪	新北市永和區-秀朗路二段	漢皇德居邊巷美寓-台灣房屋/翁友麟	Sun Apr 03 03:35:14 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3042339	=HYPERLINK(N71)	
N	S2993840	4F/11F	1,125萬元	1,125萬元	30年	2房2廳	17.15坪	17.15坪	17.15坪	新北市永和區-中正路	【斡wow~就這間】頂溪捷運小資家B	Sun Apr 03 03:35:14 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2993840	=HYPERLINK(N72)	
N	S3001753	2F/5F	1,168萬元	1,168萬元	43年	3房2廳	23.36坪	23.36坪	23.36坪	頂溪 新北市永和區-文化路	低總價3房美寓~近頂溪捷運~~全業房屋	Sun Apr 03 03:35:15 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3001753	=HYPERLINK(N73)	
N	S2993804	4F/5F	1,198萬元	1,198萬元	36年	3房2廳	25.47坪	25.47坪	25.47坪	新北市永和區-保平路	保平三房雅寓	Sun Apr 03 03:35:16 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2993804	=HYPERLINK(N74)	
N	S2933936	4F/5F	1,140萬元	1,140萬元	35年	2房2廳	30.23坪	30.23坪	30.23坪	新北市永和區-福和路	★東森永安店★57福和美寓	Sun Apr 03 03:35:16 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2933936	=HYPERLINK(N75)	
N	S2933813	5F/5F	838萬元	838萬元	37年	3房2廳	21.73坪	21.73坪	21.73坪	新北市永和區-中正路	★東森永安店★126K永和中正三房美寓	Sun Apr 03 03:35:17 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2933813	=HYPERLINK(N76)	
N	S3038598	4F/11F	1,125萬元	1,125萬元	29年	2房1廳	17.15坪	17.15坪	17.15坪	新北市永和區-中正路	頂溪極品電梯2房	Sun Apr 03 03:35:17 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3038598	=HYPERLINK(N77)	
N	S3043431	4F/5F	898萬元	898萬元	39年	3房2廳	24.72坪	24.72坪	24.72坪	新北市永和區-秀朗路二段	秀朗國小邊間三房美寓~台灣房屋/郭忠隴	Sun Apr 03 03:35:18 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3043431	=HYPERLINK(N78)	
N	S2991309	3F/4F	1,050萬元	1,050萬元	45年	3房2廳	24.37坪	24.37坪	24.37坪	新北市永和區-民治街	(^o^)永和中正路.麥當勞旁三樓美寓	Sun Apr 03 03:35:19 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2991309	=HYPERLINK(N79)	
N	S2935471	3F/5F	1,138萬元	1,138萬元	35年	2房2廳	21.3坪	21.3坪	21.3坪	新北市永和區-竹林路	精美小品☞網溪國小旁三樓㊣	Sun Apr 03 03:35:19 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2935471	=HYPERLINK(N80)	
N	S2943451	2F/4F	998萬元	998萬元	42年	3房2廳	17.64坪	17.64坪	17.64坪	秀朗國小芳鄰 新北市永和區-民生路	【秀朗學園低總價二樓】	Sun Apr 03 03:35:20 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2943451	=HYPERLINK(N81)	
N	S3007815	2F/4F	1,150萬元	1,150萬元	43年	3房2廳	26.74坪	26.74坪	26.74坪	新北市永和區-民光街	智光美裝潢二樓	Sun Apr 03 03:35:20 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3007815	=HYPERLINK(N82)	
N	S2987167	17F/21F	938萬元	938萬元	18年	2房2廳	20.49坪	20.49坪	20.49坪	長隄 新北市永和區-環河西路二段	永和區電梯兩房.屋況佳.高樓景觀採光好	Sun Apr 03 03:35:21 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2987167	=HYPERLINK(N83)	
N	S3048452	4F/4F	1,168萬元	1,168萬元	40年	5房3廳	18.51坪	18.51坪	18.51坪	新北市永和區-文化路	頂溪金雞母美宅	Sun Apr 03 03:35:21 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3048452	=HYPERLINK(N84)	
N	S3044303	4F/5F	1,200萬元	1,200萬元	37年	6房0廳	23.44坪	23.44坪	23.44坪	公寓 新北市永和區-文化路	頂溪捷運超值收租屋	Sun Apr 03 03:35:23 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3044303	=HYPERLINK(N85)	
N	S3045232	4F/5F	998萬元	998萬元	32年	3房2廳	27坪	27坪	27坪	新北市永和區-豫溪街	永和區公所邊間四樓(低總價)	Sun Apr 03 03:35:23 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3045232	=HYPERLINK(N86)	
N	S3038577	1F/6F	898萬元	898萬元	38年	3房2廳	20.33坪	20.33坪	20.33坪	新北市永和區-竹林路	頂溪新婚首購最愛~輕鬆購1+2樓免整理	Sun Apr 03 03:35:24 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3038577	=HYPERLINK(N87)	
N	S3048428	3F/5F	1,188萬元	1,188萬元	37年	3房2廳	23.23坪	23.23坪	23.23坪	新北市永和區-仁愛路	頂溪站採光3房	Sun Apr 03 03:35:24 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3048428	=HYPERLINK(N88)	
N	S2975093	2F/4F	950萬元	950萬元	43年	2房2廳	22.02坪	22.02坪	22.02坪	新北市永和區-豫溪街	豫溪街2樓美寓	Sun Apr 03 03:35:25 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2975093	=HYPERLINK(N89)	
N	S3046525	14F/21F	1,130萬元	1,130萬元	17年	2房1廳	20坪	20坪	20坪	長隄 新北市永和區-環河西路二段	長隄社區~高雅時尚2房~~全業房屋	Sun Apr 03 03:35:26 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3046525	=HYPERLINK(N90)	
N	S3047563	2F/5F	1,158萬元	1,158萬元	42年	3房2廳	23.36坪	23.36坪	23.36坪	新北市永和區-文化路	頂溪文化美二樓	Sun Apr 03 03:35:26 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3047563	=HYPERLINK(N91)	
N	S2965206	3F/4F	1,180萬元	1,180萬元	39年	3房2廳	22.53坪	22.53坪	22.53坪	新北市永和區-中和路	新婚小家庭3房,近捷運,安靜,活巷	Sun Apr 03 03:35:27 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2965206	=HYPERLINK(N92)	
N	S2982485	5F/5F	1,198萬元	1,198萬元	35年	3房2廳	28.12坪	28.12坪	28.12坪	新北市永和區-光復街	頂溪光復3房美寓	Sun Apr 03 03:35:28 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2982485	=HYPERLINK(N93)	
