
N	S2846755	2F/12F	1,380萬元	1,380萬元	11年	3房2廳	35.12坪	35.12坪	35.12坪	新北市新莊區-中平路	浪漫歐洲村臻愛法國勳章邊間3房車	Wed Mar 30 15:24:38 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2846755	=HYPERLINK(N2)	
U	S3034019	3F/18F	1,080萬元	1,080萬元	17年	2房2廳	22.8坪	22.8坪	22.8坪	長隄 新北市永和區-環河西路二段	近仁愛公園新婚二房	Wed Mar 30 15:24:40 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3034019	=HYPERLINK(N19)	
U	S3015023	4F/11F	1,125萬元	1,125萬元	29年	2房1廳	17.15坪	17.15坪	17.15坪	環碧大廈 新北市永和區-中正路	頂溪時尚2房美廈	Wed Mar 30 15:24:40 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3015023	=HYPERLINK(N20)	
U	S2989641	4F/5F	1,138萬元	1,138萬元	39年	3房2廳	28.6坪	28.6坪	28.6坪	新北市永和區-秀朗路二段	秀朗優質三房	Wed Mar 30 15:24:40 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2989641	=HYPERLINK(N21)	
U	S3000617	3F/13F	1,030萬元	1,030萬元	20年	2房2廳	18.52坪	18.52坪	18.52坪	新北市永和區-永和路一段	永安捷運正二房買賣雙方各1%BA4420	Wed Mar 30 15:24:40 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3000617	=HYPERLINK(N22)	
U	S3002258	1F/6F	898萬元	898萬元	38年	3房2廳	20.33坪	20.33坪	20.33坪	新北市永和區-竹林路	近頂溪站優質1+2樓	Wed Mar 30 15:24:40 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3002258	=HYPERLINK(N23)	
U	S2976546	8F/12F	998萬元	998萬元	19年	1房1廳	27.64坪	27.64坪	27.64坪	輝煌年代 新北市永和區-中山路一段	比漾商用一房一廳+車位	Wed Mar 30 15:24:40 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2976546	=HYPERLINK(N24)	
U	S2993015	2F/12F	940萬元	940萬元	22年	2房1廳	20.49坪	20.49坪	20.49坪	三豐翠堤 新北市永和區-竹林路	(^o^)三豐翠堤電梯2房【東森永和永和	Wed Mar 30 15:24:40 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2993015	=HYPERLINK(N25)	
U	S2976463	10F/11F	1,098萬元	1,098萬元	25年	2房1廳	18.31坪	18.31坪	18.31坪	凱悅大第 新北市永和區-大新街	頂溪景觀幸福居-饒庭華中信房屋	Wed Mar 30 15:24:40 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2976463	=HYPERLINK(N26)	
U	S3022009	4F/11F	1,125萬元	1,125萬元	29年	2房1廳	17.15坪	17.15坪	17.15坪	- 新北市永和區-中正路	☆頂溪極品電梯2房(B)☆住商-志程	Wed Mar 30 15:24:40 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3022009	=HYPERLINK(N27)	
U	S2987402	10F/11F	1,098萬元	1,098萬元	25年	2房1廳	18.31坪	18.31坪	18.31坪	凱悅大第 新北市永和區-大新街	･*新婚最愛*♪頂溪捷運1+1房*:♪	Wed Mar 30 15:24:40 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2987402	=HYPERLINK(N28)	
U	S3002131	3F/18F	1,080萬元	1,080萬元	17年	2房2廳	22.8坪	22.8坪	22.8坪	長隄 新北市永和區-環河西路二段	★好房不能等★➲河景溫馨成家二房★	Wed Mar 30 15:24:40 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3002131	=HYPERLINK(N29)	
U	S3014076	14F/19F	980萬元	980萬元	4年	1房1廳	11.95坪	11.95坪	11.95坪	樺福千金 新北市永和區-永和路二段	頂溪千金景觀套房~專約張麗鴻	Wed Mar 30 15:24:41 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3014076	=HYPERLINK(N30)	
U	S3037507	11F/26F	1,130萬元	1,130萬元	16年	1房1廳	18.12坪	18.12坪	18.12坪	東家創世紀 新北市永和區-保生路	東家景觀一房一廳~專賣住商張麗鴻	Wed Mar 30 15:24:41 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3037507	=HYPERLINK(N31)	
N	S2993840	4F/11F	1,125萬元	1,125萬元	30年	2房2廳	17.15坪	17.15坪	17.15坪	新北市永和區-中正路	【斡wow~就這間】頂溪捷運小資家B	Wed Mar 30 15:24:41 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2993840	=HYPERLINK(N32)	
N	S3038598	4F/11F	1,125萬元	1,125萬元	29年	2房1廳	17.15坪	17.15坪	17.15坪	新北市永和區-中正路	頂溪極品電梯2房	Wed Mar 30 15:24:42 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3038598	=HYPERLINK(N33)	
U	S3011656	3F/7F	980萬元	980萬元	39年	2房2廳	19.65坪	19.65坪	19.65坪	新北市永和區-永安街	公所電梯二房~找我最便宜~洽黃品承協理	Wed Mar 30 15:24:42 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3011656	=HYPERLINK(N34)	
N	S2987167	17F/21F	938萬元	938萬元	18年	2房2廳	20.49坪	20.49坪	20.49坪	長隄 新北市永和區-環河西路二段	永和長隄景觀宅~屋況好~全區最低價~	Wed Mar 30 15:24:43 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2987167	=HYPERLINK(N35)	
U	S3028388	4F/16F	1,198萬元	1,198萬元	19年	1房2廳	23.7坪	23.7坪	23.7坪	永安MRT 新北市永和區-中和路	中信秀朗優質推薦~永安捷運開創幸福夢	Wed Mar 30 15:24:43 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3028388	=HYPERLINK(N36)	
U	S2980600	21F/26F	858萬元	858萬元	16年	1房1廳	13.87坪	13.87坪	13.87坪	東家創世紀 新北市永和區-保生路	仁愛公園貴族套房~中信秀朗優質推薦	Wed Mar 30 15:24:43 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2980600	=HYPERLINK(N37)	
U	S2973916	10F/11F	1,098萬元	1,098萬元	25年	2房1廳	18.31坪	18.31坪	18.31坪	凱悅大第 新北市永和區-大新街	頂溪極美幸福居	Wed Mar 30 15:24:43 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2973916	=HYPERLINK(N38)	
N	S2973916	10F/11F	1,098萬元	1,098萬元	25年	2房1廳	18.31坪	18.31坪	18.31坪	凱悅大第 新北市永和區-大新街	頂溪極美幸福居	Wed Mar 30 15:24:44 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2973916	=HYPERLINK(N39)	
U	S2890490	10F/11F	880萬元	880萬元	20年	1房1廳	13.67坪	13.67坪	13.67坪	冠德歡喜樓 新北市永和區-自由街	租.售永安大套房~有隔房間.廁所有對外窗	Wed Mar 30 15:24:44 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2890490	=HYPERLINK(N40)	
U	S2981334	7F/12F	950萬元	950萬元	20年	1房1廳	19.57坪	19.57坪	19.57坪	新北市永和區-中正路	格局方正優質管理套房附車位	Wed Mar 30 15:24:44 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2981334	=HYPERLINK(N41)	
U	S2986248	4F/11F	1,125萬元	1,125萬元	29年	2房1廳	17.14坪	17.14坪	17.14坪	新北市永和區-中正路	近捷運電梯2房(2)	Wed Mar 30 15:24:44 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2986248	=HYPERLINK(N42)	
U	S3019803	4F/11F	1,125萬元	1,125萬元	29年	2房2廳	17.15坪	17.15坪	17.15坪	新北市永和區-中正路	頂溪捷運物超2房《陳思儒》東森永和中和	Wed Mar 30 15:24:44 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3019803	=HYPERLINK(N43)	
U	S3011295	10F/11F	999萬元	999萬元	25年	2房1廳	17.13坪	17.13坪	17.13坪	新北市永和區-大新街	頂溪捷運樂華時尚宅【陳思儒】東森永和中和	Wed Mar 30 15:24:44 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3011295	=HYPERLINK(N44)	
U	S2923803	4F/11F	1,125萬元	1,125萬元	30年	2房1廳	17.15坪	17.15坪	17.15坪	新北市永和區-中正路	頂溪捷運小資男女首購2房6190	Wed Mar 30 15:24:44 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2923803	=HYPERLINK(N45)	
U	S2919678	14F/21F	1,130萬元	1,130萬元	17年	2房1廳	20坪	20坪	20坪	長隄 新北市永和區-環河西路二段	長隄社區~高雅時尚2房~~全業房屋	Wed Mar 30 15:24:44 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2919678	=HYPERLINK(N46)	
U	S2953138	3F/18F	1,080萬元	1,080萬元	17年	2房2廳	22.8坪	22.8坪	22.8坪	長隄 新北市永和區-環河西路二段	仁愛公園長隄舒適2房~~全業房屋	Wed Mar 30 15:24:44 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2953138	=HYPERLINK(N47)	
U	S2890040	1F/5F	1,200萬元	1,200萬元	30年	4房2廳	23.6坪	23.6坪	23.6坪	新北市永和區-豫溪街	自售新北市永和區(區公所附近)豫溪街一樓	Wed Mar 30 15:24:44 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2890040	=HYPERLINK(N48)	
U	S2944300	4F/11F	1,125萬元	1,125萬元	29年	2房2廳	17.15坪	17.15坪	17.15坪	新北市永和區-中正路	~~頂溪捷運精緻2房~~	Wed Mar 30 15:24:44 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2944300	=HYPERLINK(N49)	
U	S2926296	8F/12F	998萬元	998萬元	19年	1房1廳	27.69坪	27.69坪	27.69坪	新北市永和區-中山路一段	SOGO旁美廈加車位	Wed Mar 30 15:24:46 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2926296	=HYPERLINK(N50)	
U	S2948770	3F/8F	899萬元	899萬元	36年	3房2廳	17.08坪	17.08坪	17.08坪	永和花園廣場 新北市永和區-福和路	**物件稀有**[小資美廈3房]**	Wed Mar 30 15:24:46 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2948770	=HYPERLINK(N51)	
U	S2941563	1F/6F	898萬元	898萬元	38年	3房2廳	20.33坪	20.33坪	20.33坪	新北市永和區-竹林路	☀頂溪捷運便宜3房☀1~2樓	Wed Mar 30 15:24:46 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2941563	=HYPERLINK(N52)	
U	S2943150	6F/16F	1,200萬元	1,200萬元	19年	3房2廳	24.32坪	24.32坪	24.32坪	新北市永和區-中和路	漂亮永安MRT	Wed Mar 30 15:24:46 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2943150	=HYPERLINK(N53)	
U	S2967117	2F/4F	998萬元	998萬元	42年	3房2廳	17.64坪	17.64坪	17.64坪	新北市永和區-民生路	秀朗美美二樓3房只要998萬	Wed Mar 30 15:24:46 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2967117	=HYPERLINK(N54)	
U	S2932434	4F/5F	1,198萬元	1,198萬元	36年	3房2廳	28.65坪	28.65坪	28.65坪	新北市永和區-永貞路	樂華採光美寓	Wed Mar 30 15:24:46 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2932434	=HYPERLINK(N55)	
U	S2964536	10F/11F	999萬元	999萬元	25年	2房1廳	17.12坪	17.12坪	17.12坪	凱悅大第 新北市永和區-大新街	頂溪時尚1+1房美廈	Wed Mar 30 15:24:46 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2964536	=HYPERLINK(N56)	
U	S2931351	4F/5F	1,198萬元	1,198萬元	36年	3房2廳	28.65坪	28.65坪	28.65坪	新北市永和區-永貞路	永安溫馨3房美寓	Wed Mar 30 15:24:46 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2931351	=HYPERLINK(N57)	
U	S2933120	6F/6F	920萬元	920萬元	6年	2房1廳	18.75坪	18.75坪	18.75坪	catch敦南 新北市永和區-永利路	catch敦南小資宅	Wed Mar 30 15:24:46 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2933120	=HYPERLINK(N58)	
U	S2931365	3F/13F	1,030萬元	1,030萬元	20年	2房2廳	18.51坪	18.51坪	18.51坪	永和名人DC 新北市永和區-永和路一段	永安低總價電梯2房美廈(出價談)	Wed Mar 30 15:24:46 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2931365	=HYPERLINK(N59)	
U	S2942908	7F/12F	888萬元	888萬元	20年	2房1廳	15.07坪	15.07坪	15.07坪	輝煌年代 新北市永和區-中山路一段	下殺☞比漾廣場電梯兩房☞中信秀朗李怡蓁	Wed Mar 30 15:24:46 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2942908	=HYPERLINK(N60)	
U	S2922109	4F/11F	1,125萬元	1,125萬元	29年	2房2廳	17.14坪	17.14坪	17.14坪	新北市永和區-中正路	㊣頂溪精緻小家庭㊣中信秀朗李怡浩	Wed Mar 30 15:24:46 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2922109	=HYPERLINK(N61)	
U	S2965365	3F/13F	1,030萬元	1,030萬元	22年	2房2廳	18.52坪	18.52坪	18.52坪	名人DC 新北市永和區-永和路一段	★➲絕版★永安名人新婚2房★➲絕★	Wed Mar 30 15:24:46 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2965365	=HYPERLINK(N62)	
U	S2964620	1F/1F	928萬元	928萬元	30年	2房2廳	10.59坪	10.59坪	10.59坪	新北市永和區-文化路	頂溪文化黃金透天	Wed Mar 30 15:24:47 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2964620	=HYPERLINK(N63)	
U	S2921072	3F/18F	1,080萬元	1,080萬元	17年	2房2廳	22.8坪	22.8坪	22.8坪	長隄 新北市永和區-環河西路二段	【斡wow~就這間】仁愛公園首購2房A	Wed Mar 30 15:24:47 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2921072	=HYPERLINK(N64)	
U	S2963564	2F/4F	1,080萬元	1,080萬元	43年	3房2廳	26.74坪	26.74坪	26.74坪	新北市永和區-民光街	【便宜物件】智光雅緻舒適美二樓	Wed Mar 30 15:24:47 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2963564	=HYPERLINK(N65)	
U	S2959855	1F/1F	928萬元	928萬元	50年	4房0廳	10.59坪	10.59坪	10.59坪	新北市永和區-文化路	頂溪國小旁●稀有透天○機能超好	Wed Mar 30 15:24:47 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2959855	=HYPERLINK(N66)	
U	S2945916	7F/12F	888萬元	888萬元	20年	2房1廳	15.06坪	15.06坪	15.06坪	輝煌年代 新北市永和區-中山路一段	仁愛公園兩房~找我最便宜~洽黃品承協理	Wed Mar 30 15:24:47 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2945916	=HYPERLINK(N67)	
U	S2938008	6F/6F	920萬元	920萬元	6年	2房1廳	18.75坪	18.75坪	18.75坪	catch敦南 新北市永和區-永利路	6年新屋★福和國中挑高新婚居★	Wed Mar 30 15:24:47 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2938008	=HYPERLINK(N68)	
U	S2941562	5F/8F	1,045萬元	1,045萬元	33年	2房1廳	17.48坪	17.48坪	17.48坪	福和路美廈 新北市永和區-福和路	~入主永和絕美電梯2房~免裝潢	Wed Mar 30 15:24:47 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2941562	=HYPERLINK(N69)	
U	S2921761	4F/11F	1,125萬元	1,125萬元	29年	1房1廳	17.14坪	17.14坪	17.14坪	環碧大樓 新北市永和區-中正路	頂溪時尚電梯1+1房	Wed Mar 30 15:24:47 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2921761	=HYPERLINK(N70)	
U	S2939639	2F/15F	988萬元	988萬元	17年	2房2廳	20.92坪	20.92坪	20.92坪	榮美大第 新北市永和區-成功路二段	秀朗得和低總價電梯	Wed Mar 30 15:24:47 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2939639	=HYPERLINK(N71)	
U	S2890669	2F/6F	880萬元	880萬元	7年	2房1廳	18.67坪	18.67坪	18.67坪	新北市永和區-永利路	福和電梯溫馨1+1房	Wed Mar 30 15:24:47 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2890669	=HYPERLINK(N72)	
U	S2955238	7F/12F	888萬元	888萬元	20年	2房1廳	15.06坪	15.06坪	15.06坪	輝煌年代 新北市永和區-中山路一段	☀比漾百貨旁☀仁愛公園☀頂溪捷運☀	Wed Mar 30 15:24:47 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2955238	=HYPERLINK(N73)	
U	S2990972	3F/15F	1,050萬元	1,050萬元	10年	1房1廳	16.27坪	16.27坪	16.27坪	新北市永和區-保福路一段	頂溪捷運旁～優質靜巷美宅	Wed Mar 30 15:24:47 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2990972	=HYPERLINK(N74)	
U	S2948417	4F/11F	1,125萬元	1,125萬元	30年	2房1廳	17.2坪	17.2坪	17.2坪	環碧大樓 新北市永和區-中正路	v+頂溪極品電梯兩房	Wed Mar 30 15:24:48 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2948417	=HYPERLINK(N75)	
U	S2948278	9F/11F	1,168萬元	1,168萬元	23年	2房1廳	19.4坪	19.4坪	19.4坪	中正翡翠 新北市永和區-中正路	永和中正新婚2房	Wed Mar 30 15:24:48 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2948278	=HYPERLINK(N76)	
U	S2946340	10F/12F	999萬元	999萬元	20年	1房1廳	16.51坪	16.51坪	16.51坪	闔家歡 新北市永和區-中山路一段	優美景觀大套房永平樂華仁愛公園	Wed Mar 30 15:24:48 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2946340	=HYPERLINK(N77)	
U	S2978928	15F/16F	988萬元	988萬元	19年	1房1廳	13.25坪	13.25坪	13.25坪	金歡喜 新北市永和區-中和路	面四號公園永安捷運景觀採光通風大空間美居	Wed Mar 30 15:24:48 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2978928	=HYPERLINK(N78)	
U	S2926267	10F/11F	999萬元	999萬元	25年	2房1廳	17.12坪	17.12坪	17.12坪	新北市永和區-大新街	【斡wow~就這間】頂溪甜蜜新婚美居B	Wed Mar 30 15:24:48 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2926267	=HYPERLINK(N79)	
U	S2925220	4F/11F	1,125萬元	1,125萬元	29年	2房1廳	17.15坪	17.15坪	17.15坪	環碧大廈 新北市永和區-中正路	《永和中正路》頂溪商圈-小家庭電梯兩房B	Wed Mar 30 15:24:48 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2925220	=HYPERLINK(N80)	
U	S2919945	5F/8F	1,045萬元	1,045萬元	33年	2房1廳	17.48坪	17.48坪	17.48坪	區公所 新北市永和區-福和路	福和公所便宜電梯2房【陳思儒】東森永和中	Wed Mar 30 15:24:48 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2919945	=HYPERLINK(N81)	
S	S2956804	6F/16F	1,580萬元	1,580萬元	11年	3房2廳	57.36坪	57.36坪	57.36坪	新北市土城區-中央路三段	永寧捷運中央大道高檔裝潢3房+車位	Wed Mar 30 14:31:22 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2956804	=HYPERLINK(N2)	
P	S2975402	3F/4F	1,312萬元	1,312萬元	36年	3房2廳	29.1坪	29.1坪	29.1坪	新北市土城區-明德路二段	海山捷運獨棟一層一戶靜巷稀有保值住宅	Wed Mar 30 14:31:22 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2975402	=HYPERLINK(N3)	
S	S2995210	4F/27F	1,812萬元	1,812萬元	1個月	3房2廳	41.69坪	41.69坪	41.69坪	新北市土城區-學成路	屋主自售~華固新綠洲3房	Wed Mar 30 14:31:23 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2995210	=HYPERLINK(N5)	
S	S3011738	4F/10F	2,180萬元	2,180萬元	11年	4房2廳	53.79坪	53.79坪	53.79坪	新北市蘆洲區-長榮路	榮耀巴黎~稀有千坪基地中庭管理社區	Wed Mar 30 14:31:24 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3011738	=HYPERLINK(N6)	
P	S3020738	4F/5F	777萬元	777萬元	26年	3房2廳	32.02坪	32.02坪	32.02坪	新北市蘆洲區-民族路	別挑了~找不到一樣條件~低總價方正三房!	Wed Mar 30 14:31:24 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3020738	=HYPERLINK(N7)	
P	S2982788	2F/4F	835萬元	835萬元	40年	3房2廳	22.75坪	22.75坪	22.75坪	安靜的公寓 新北市永和區-保福路二段	永平高中學區國立大學升學率高，使用30坪	Wed Mar 30 14:31:24 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2982788	=HYPERLINK(N8)	
P	S2969533	3F/5F	1,050萬元	1,050萬元	35年	3房2廳	23.1坪	23.1坪	23.1坪	房仲拜託您,請勿打擾 新北市永和區-秀朗路二段	鄰福和國中-全新裝潢永和秀朗邊間3房公寓	Wed Mar 30 14:31:24 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2969533	=HYPERLINK(N9)	
P	S2924785	5F/5F	1,190萬元	1,190萬元	35年	3房2廳	31.45坪	31.45坪	31.45坪	新北市永和區-民權路	秀朗學區，近愛買，頂好商圈。	Wed Mar 30 14:31:24 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2924785	=HYPERLINK(N10)	
P	S2982485	5F/5F	1,198萬元	1,198萬元	35年	3房2廳	28.12坪	28.12坪	28.12坪	新北市永和區-光復街	頂溪光復3房美寓	Wed Mar 30 14:31:24 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2982485	=HYPERLINK(N14)	
P	S2984123	4F/4F	1,180萬元	1,180萬元	41年	5房3廳	25.59坪	25.59坪	25.59坪	新北市永和區-得和路	秀朗國小收租美頂加~~出價就談~~	Wed Mar 30 14:31:24 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2984123	=HYPERLINK(N16)	
